id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
3759721,(2016 SX1),0.0050647146,0.0113250461,57361.5188465036,63785688.67544044,Earth,False,28.6,False
3766077,(2016 YA1),0.0483676488,0.1081533507,68741.0722944785,66417270.97004268,Earth,False,23.7,False
3297358,(2005 UN5),0.0350392641,0.0783501764,21024.8441357592,10139447.858651225,Earth,False,24.4,False
3170212,(2003 YP1),0.1160259082,0.2594418179,36431.8749387504,10088455.823964514,Earth,False,21.8,True
3771605,(2017 EE23),0.1165614595,0.2606393469,78175.3931418251,45700707.34105064,Earth,False,21.79,False
3279270,(2005 LC),0.0116025908,0.0259441818,8929.52549756,3222842.71341551,Earth,False,26.8,False
54210564,(2021 SL28),0.0278326768,0.0622357573,66258.3908061097,47773244.98350604,Earth,False,24.9,False
3608326,(2012 QE50),0.4135756649,0.9247833005,41274.6712554164,12109338.369094,Earth,False,19.04,True
54051245,(2020 QT1),0.0421264611,0.0941976306,38056.772393131,26062740.839208663,Earth,False,24.0,False
2419624,419624 (2010 SO16),0.2101623793,0.4699373665,42877.6495396276,38592774.70308842,Earth,False,20.51,True
3756915,(2016 PG1),0.0530340723,0.1185877909,24767.9039791611,23818956.70483004,Earth,False,23.5,False
3773915,(2017 GP6),0.1529519353,0.3420109247,50412.3729347416,33838533.95941938,Earth,False,21.2,True
3599484,(2012 DM4),0.0384197891,0.0859092601,31664.1355831603,11083759.504980868,Earth,False,24.2,False
3715507,(2015 GY),0.1214940408,0.2716689341,38488.9173653045,16438607.76677758,Earth,False,21.7,True
3761734,(2016 UN36),0.0384197891,0.0859092601,60346.6133420664,66922746.76419208,Earth,False,24.2,False
3249983,(2004 QX2),0.1214940408,0.2716689341,154379.8596630028,42463047.2278878,Earth,False,21.7,True
3364452,(2006 YD12),0.0802703167,0.1794898848,27514.1106966487,13787664.620558446,Earth,False,22.6,False
3466678,(2009 QC36),0.096506147,0.2157943048,15982.5484046819,63167994.16340031,Earth,False,22.2,False
3346460,(2006 SS134),0.1394938229,0.3119176705,47706.1539821824,65160057.72605938,Earth,False,21.4,True
54104557,(2021 AY1),0.0384197891,0.0859092601,47145.340939,6673321.534349278,Earth,False,24.2,False
3773758,(2017 GT4),0.0121494041,0.0271668934,33422.5510509207,1341391.217442955,Earth,False,26.7,False
3785790,(2017 TG5),0.0253837029,0.0567596853,57940.6126895266,33181606.029671337,Earth,False,25.1,False
2206378,206378 (2003 RB),0.4859090375,1.0865256386,24598.1970410131,13965988.5577918,Earth,False,18.69,True
54100193,(2020 XD5),0.2861244538,0.6397937287,108318.2639657753,74414739.29112406,Earth,False,19.84,True
3749062,(2016 GQ2),0.2210828104,0.4943561926,112415.7946950961,28653777.36878843,Earth,False,20.4,False
3444273,(2009 AC16),0.1394938229,0.3119176705,56629.9299827491,20461738.75187212,Earth,False,21.4,True
2244977,244977 (2004 BE68),0.5527833794,1.2360612132,48351.9231681617,35492031.51223908,Earth,False,18.41,True
3791243,(2017 XA1),0.1460679643,0.3266178974,33491.7908623456,24333632.52862784,Earth,False,21.3,True
3892191,(2019 UX13),0.1460679643,0.3266178974,29479.503104319,23294492.60263942,Earth,False,21.3,True
3752784,(2016 JC6),0.1407845434,0.3148038092,30476.459886989,48717813.54921762,Earth,False,21.38,True
3291347,(2005 SM25),0.3346223745,0.7482383761,38359.2046662572,33854091.554467686,Earth,False,19.5,False
3724221,(2015 ME131),0.3346223745,0.7482383761,81401.7407267596,51417974.5741842,Earth,False,19.5,True
3311964,(2006 AM4),0.1160259082,0.2594418179,54547.2767247988,74221121.45500785,Earth,False,21.8,True
3576785,(2011 QE23),0.0183888672,0.0411187571,18754.1822143149,2910125.540015986,Earth,False,25.8,False
2496860,496860 (1999 XL136),0.3240074354,0.7245026508,70363.3164000516,1727503.828545713,Earth,False,19.57,True
3471691,(2009 UO1),0.0350392641,0.0783501764,42578.6359517759,5144916.658278706,Earth,False,24.4,False
3398140,(2007 YB2),0.6089126221,1.3615700154,71142.3201931466,37193694.9416648,Earth,False,18.2,True
2450293,450293 (2004 LV3),0.4619074603,1.0328564805,74053.8640866892,49972752.800858416,Earth,False,18.8,True
3393169,(2007 VD12),0.2783267681,0.6223575734,42072.6016094198,73749200.32846138,Earth,False,19.9,True
3753788,(2016 LZ8),0.0291443905,0.0651688382,26067.4282165668,8778748.298443748,Earth,False,24.8,False
3653537,(2013 VO5),0.1420872067,0.317716653,55650.0698068936,41239322.85836419,Earth,False,21.36,True
54193339,(2021 RT3),0.0417402433,0.0933340215,35827.4537504027,55813423.87046709,Earth,False,24.02,False
54186213,(2021 PL23),0.1082816778,0.2421251924,63194.330936749,55100473.18398062,Earth,False,21.95,True
3479008,(2009 WW104),0.0840533402,0.1879489824,47538.103272588,10156984.798077287,Earth,False,22.5,False
3557828,(2011 DR),0.0183888672,0.0411187571,20813.4726044073,6563681.04598926,Earth,False,25.8,False
3838006,(2019 AX14),0.0122561757,0.0274056419,66365.6464509282,22803153.50800929,Earth,False,26.681,False
3258074,(2004 UR1),0.2111324448,0.4721064988,50626.9361649074,8708659.3327024,Earth,False,20.5,True
54161734,(2021 MX),0.1092835959,0.2443655492,117283.5237835321,4539136.075726009,Earth,False,21.93,True
3831203,(2018 TO1),0.1214940408,0.2716689341,72831.2507942951,58157679.17600004,Earth,False,21.7,True
3766964,(2017 BP5),0.2315021222,0.5176544822,106694.9130928554,16899973.62665174,Earth,False,20.3,True
2412983,412983 (1996 FO3),0.2368944994,0.5297122041,19502.2068812249,72571607.6485869,Earth,False,20.25,True
2417419,417419 (2006 KL21),0.1772372393,0.3963145151,21934.3968479954,56066542.43428179,Earth,False,20.88,True
3542519,(2010 PK9),0.1160259082,0.2594418179,51785.5820728266,18937122.86073333,Earth,False,21.8,True
3423201,(2008 PL3),0.3841978911,0.8590926012,13434.0202651796,39959814.77453861,Earth,False,19.2,False
54200298,(2021 SM1),0.0206326484,0.0461360043,21063.3366943458,6515069.113414251,Earth,False,25.55,False
54016478,(2020 GT1),0.0278326768,0.0622357573,29069.2116603746,12794485.992245227,Earth,False,24.9,False
3092419,(2001 VB),0.5553349116,1.2417666126,116910.3670534246,24447932.152890284,Earth,False,18.4,True
3604307,(2012 KC6),0.1272198785,0.2844722965,30347.9381572078,26023187.162380666,Earth,False,21.6,True
3989298,(2020 BM13),0.0139493823,0.0311917671,39572.8797898904,2593381.55099095,Earth,False,26.4,False
3634275,(2013 GF23),0.0483676488,0.1081533507,89836.0504715819,70729256.63765496,Earth,False,23.7,False
2468727,468727 (2010 JE87),0.1864468183,0.41690776,98405.1387276908,61084228.2882544,Earth,False,20.77,True
54097670,(2020 WU5),0.4859090375,1.0865256386,93173.7119031648,59989347.73215058,Earth,False,18.69,True
3515028,(2010 GH7),0.0092162655,0.0206081961,19095.8410126471,759336.393318861,Earth,False,27.3,False
3028810,(2000 CP101),0.2783267681,0.6223575734,115148.0535366179,73536691.61739665,Earth,False,19.9,True
3843896,(2019 SV),0.0421264611,0.0941976306,41848.8752898025,19644799.05543892,Earth,False,24.0,False
54104891,(2021 AY2),0.0096506147,0.0215794305,38820.5765604641,2275653.148142166,Earth,False,27.2,False
2420262,420262 (2011 KD11),0.2457847746,0.5495914639,57335.1568321392,42246041.33557472,Earth,False,20.17,False
54214716,(2021 UU6),0.0334622374,0.0748238376,20304.6379862811,23038147.07813074,Earth,False,24.5,False
54212934,(2021 US2),0.0483676488,0.1081533507,83250.8848256951,68012524.01335764,Earth,False,23.7,False
3401388,(2008 CO),0.0802703167,0.1794898848,12850.6175608337,31563048.495529693,Earth,False,22.6,False
3843589,(2019 QX),0.2914439045,0.6516883822,104244.5741119445,51558544.94575927,Earth,False,19.8,True
3840745,(2019 FM2),0.2007035141,0.4487867009,79468.1318840753,44717612.49180286,Earth,False,20.61,True
2099935,99935 (2002 AV4),1.5651464359,3.4997738255,51401.3249397611,39630617.720262446,Earth,False,16.15,False
3557636,(2011 BT59),0.1756123185,0.3926810818,97823.5389521086,57817285.49906329,Earth,False,20.9,True
54017196,(2020 KO3),0.2424124811,0.5420507863,65977.4945011572,51517526.01763376,Earth,False,20.2,True
3368733,(2007 DG8),0.0242412481,0.0542050786,35409.6248768468,3782176.149290607,Earth,False,25.2,False
2171576,171576 (1999 VP11),0.5064714588,1.1325046106,110050.6219452641,60932353.089879386,Earth,False,18.6,True
2029075,29075 (1950 DA),0.930154254,2.0798881414,53035.5104602157,7789954.772654692,Earth,False,17.28,True
54217948,(2021 VF5),0.0237987955,0.0532157244,96827.0511805232,72128117.62715349,Earth,False,25.24,False
3672669,(2014 KZ45),0.2315021222,0.5176544822,58417.4827446217,28215596.48600261,Earth,False,20.3,True
3736679,(2015 XE352),0.1724070324,0.3855138443,33986.9380861961,29377915.65718391,Earth,False,20.94,True
2154276,154276 (2002 SY50),0.8176265334,1.8282685088,68778.5594223827,12509854.532396523,Earth,False,17.56,True
3773921,(2017 GV6),0.0699125232,0.1563291544,50443.7733516326,35508432.59991759,Earth,False,22.9,False
3782017,(2017 SA21),0.0060891262,0.0136157002,36217.91534665,570657.112006664,Earth,False,28.2,False
3623477,(2012 YJ8),0.2016299194,0.4508582062,18297.4949445839,49207094.67082952,Earth,False,20.6,False
54016366,(2020 FB5),0.0291443905,0.0651688382,85818.0146136228,30380554.839836143,Earth,False,24.8,False
54079789,(2020 UM6),0.022108281,0.0494356193,42192.3092170194,2145743.674295422,Earth,False,25.4,False
3092236,(1999 TW16),0.3330849243,0.744800533,105302.313899429,23302117.067520987,Earth,False,19.51,False
3011167,(1998 BY7),0.1350687798,0.3020229733,73147.8109185302,27010792.47716767,Earth,False,21.47,True
3766185,(2016 YT8),0.2210828104,0.4943561926,46247.3724055198,26800845.55482777,Earth,False,20.4,True
3599866,(2012 DK31),0.1108038821,0.2477650126,44375.2879855061,21847965.76741533,Earth,False,21.9,True
54051129,(2020 OS7),0.2325706875,0.5200438667,36083.3779391522,65120545.15872605,Earth,False,20.29,False
3545557,(2010 RW30),0.0530340723,0.1185877909,31557.5238783034,24404707.85296524,Earth,False,23.5,False
3802015,(2018 FG2),0.0305179233,0.0682401509,46923.6292101907,7767617.447017346,Earth,False,24.7,False
54065912,(2020 TD6),0.0058150704,0.0130028927,22556.1753813905,1044201.749437312,Earth,False,28.3,False
3869344,(2019 ST6),0.02658,0.0594346868,52734.5846734835,7548480.562965694,Earth,False,25.0,False
3307228,(2005 XT77),0.1529519353,0.3420109247,58929.1703745365,58554074.03766236,Earth,False,21.2,True
2462550,462550 (2009 CB3),0.3180936332,0.7112789871,86636.7866747588,55028453.98684224,Earth,False,19.61,True
3728909,(2015 TB1),0.0139493823,0.0311917671,29720.1282488981,4091770.706510473,Earth,False,26.4,False
2009856,9856 (1991 EE),1.0778416872,2.4101272816,89007.7098041316,55278986.362519525,Earth,False,16.96,True
3644702,(2013 NV),0.2424124811,0.5420507863,96456.1371374765,71888795.68202019,Earth,False,20.2,True
3092289,(2001 CA21),0.4672560966,1.0448163949,112633.4933789436,25707918.77682573,Earth,False,18.775,True
3782057,(2017 SO21),0.0231502122,0.0517654482,20663.8652766826,6037755.701724054,Earth,False,25.3,False
3663540,(2014 EE4),0.1677084622,0.3750075218,22816.416237489,54976952.93044307,Earth,False,21.0,False
3796293,(2018 AJ),0.0334622374,0.0748238376,21833.4384765227,73127358.81386697,Earth,False,24.5,False
3709602,(2015 BK515),0.1772372393,0.3963145151,55021.8487734396,39061979.99998333,Earth,False,20.88,True
3293791,(2005 TR45),0.437074004,0.9773271842,59285.464581577,52369552.84729037,Earth,False,18.92,False
2002102,2102 Tantalus (1975 YA),1.6770846216,3.750075218,117951.4076265396,20567325.302512795,Earth,False,16.0,True
2141525,141525 (2002 FV5),0.6464798256,1.4455728362,90206.5626413345,21284762.683436945,Earth,False,18.07,True
3445543,(2009 CD),0.0683211199,0.1527706684,59083.0330550713,48463117.08690931,Earth,False,22.95,False
3759292,(2016 RR19),0.0050647146,0.0113250461,38336.1736666536,713004.885794771,Earth,False,28.6,False
3986770,(2020 BS1),0.0146067964,0.0326617897,62816.0722267421,68747463.79155967,Earth,False,26.3,False
3774557,(2017 HY50),0.2538370294,0.5675968529,50793.0869491664,22221681.89118139,Earth,False,20.1,True
3802077,(2018 FJ4),0.160160338,0.358129403,54439.4897161117,30551278.472243927,Earth,False,21.1,True
2536531,536531 (2015 DV215),0.2210828104,0.4943561926,35365.8605912432,8536369.141319545,Earth,False,20.4,True
3799259,(2017 UR52),0.1529519353,0.3420109247,194056.4149889756,48884643.31362697,Earth,False,21.2,False
3634612,(2013 GH66),0.0066765941,0.0149293183,47850.2815850683,61600340.41616186,Earth,False,28.0,False
54105992,(2021 AV6),0.011131533,0.0248908644,26027.9832974196,24340876.521246634,Earth,False,26.89,False
3772998,(2017 FB102),0.0113908197,0.0254706471,31932.4025045002,2228394.522778538,Earth,False,26.84,False
3511355,(2010 DJ77),0.1080823992,0.2416795918,68156.4067103603,39199925.09349756,Earth,False,21.954,True
3769398,(2017 CM32),0.263363131,0.5888978636,50777.5758816992,39159870.96691505,Earth,False,20.02,True
54048882,(2020 OB1),0.046190746,0.1032856481,29675.6370060718,22179599.26236104,Earth,False,23.8,False
3735271,(2015 VE146),0.1108038821,0.2477650126,59361.8792078722,74550778.28337766,Earth,False,21.9,False
3114075,(2002 DO3),0.1058168859,0.2366137501,35630.1310516649,7736343.503661088,Earth,False,22.0,True
3398754,(2008 AG1),0.1677084622,0.3750075218,39424.6132235593,21130938.284654982,Earth,False,21.0,True
3740955,(2016 BR15),0.0667659413,0.1492931834,62110.3810135622,26433234.594935343,Earth,False,23.0,False
54097975,(2020 XY),0.0230438467,0.0515276076,66109.2178213894,64294510.76450471,Earth,False,25.31,False
54203708,(2021 TY3),0.163137941,0.3647875257,61706.6369705452,70004766.12107456,Earth,False,21.06,False
3989182,(2020 BC8),0.2658,0.5943468684,119785.0787103535,55356636.22900748,Earth,False,20.0,True
2508967,508967 (2004 VC17),0.5553349116,1.2417666126,93812.3506642633,19061399.331503738,Earth,False,18.4,True
3550127,(2010 UK8),0.2783267681,0.6223575734,51658.9289642311,37664033.861299,Earth,False,19.9,True
3748492,(2016 FW13),0.0033462237,0.0074823838,81579.134856217,63975503.359706566,Earth,False,29.5,False
3251712,(2004 RE84),0.1108038821,0.2477650126,55067.5130058392,9261141.201091284,Earth,False,21.9,True
2317255,317255 (2002 DJ5),0.283501249,0.6339280645,67388.3693693064,62730843.09739177,Earth,False,19.86,True
3803765,(2018 GE5),0.0530340723,0.1185877909,50769.6353772023,33040482.983725347,Earth,False,23.5,False
54100581,(2020 XU6),0.1646474378,0.3681628631,76457.9518627622,66442340.29686133,Earth,False,21.04,True
3082923,(2001 SQ3),0.1272198785,0.2844722965,49820.6678490817,8720569.013610331,Earth,False,21.6,True
2005693,5693 (1993 EA),1.1872849879,2.6548499417,115951.3993709424,66751472.62658247,Earth,False,16.75,True
3428700,(2008 TF),0.1108038821,0.2477650126,63025.6604777957,53395947.43866904,Earth,False,21.9,False
3781963,(2017 SE19),0.2809020939,0.6281161771,65903.8982081875,54319519.973245695,Earth,False,19.88,True
3647014,(2013 RQ5),0.0167708462,0.0375007522,81940.9719790825,1836072.208810589,Earth,False,26.0,False
3621805,(2012 YY6),0.1460679643,0.3266178974,58731.4120827085,30231911.718402267,Earth,False,21.3,True
2514571,514571 (1996 RY3),0.2210828104,0.4943561926,66315.0370607352,31518677.55785068,Earth,False,20.4,False
54216332,(2021 VG3),0.0150853356,0.0337318359,41042.8276139855,3900783.219822898,Earth,False,26.23,False
3826675,(2018 PO9),0.046190746,0.1032856481,26147.343104851,26427800.766463123,Earth,False,23.8,False
3071766,(2001 FA58),0.1394938229,0.3119176705,66516.9289464226,16873408.24633416,Earth,False,21.4,True
3843919,(2019 SU1),0.0055533491,0.0124176661,60065.5812407132,64743354.325233504,Earth,False,28.4,False
2219071,219071 (1997 US9),1.0293308202,2.3016536853,42863.6279013746,50720836.32271759,Earth,False,17.06,False
54076929,(2020 UK5),0.1557955241,0.3483693825,64285.8636221298,43093177.33214785,Earth,False,21.16,False
3610181,(2012 TM79),0.0127219879,0.0284472297,61746.252715003,37424612.64301916,Earth,False,26.6,False
3766175,(2016 YH8),0.1058168859,0.2366137501,16620.7966701717,42559238.34414227,Earth,False,22.0,False
54158076,(2021 LJ4),0.2573682542,0.5754929116,47779.5601767233,33497650.095142003,Earth,False,20.07,False
2401925,401925 (2002 AT15),0.5682703234,1.2706910727,64441.9945705522,66364471.68836786,Earth,False,18.35,False
2162567,162567 (2000 RW37),0.2694976463,0.602615057,38071.8899424299,12548461.793259757,Earth,False,19.97,True
3759004,(2016 RN17),0.0608912622,0.1361570015,67515.8000476885,39746016.29047791,Earth,False,23.2,False
3605940,(2012 MZ6),0.1332155667,0.2978790628,61443.4651164403,17816736.60082408,Earth,False,21.5,True
